[2024-02-06 05:40:07,814]-[INFO]-#Producer Script Started
[2024-02-06 05:40:07,817]-[INFO]-#<BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: connecting to localhost:9092 [('127.0.0.1', 9092) IPv4]
[2024-02-06 05:40:07,818]-[INFO]-#Probing node bootstrap-0 broker version
[2024-02-06 05:40:07,818]-[INFO]-#<BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv4 ('127.0.0.1', 9092)]>: Connection complete.
[2024-02-06 05:40:07,926]-[INFO]-#Broker version identified as 2.5.0
[2024-02-06 05:40:07,927]-[INFO]-#Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2024-02-06 05:40:07,931]-[INFO]-#Producer connected to Server
[2024-02-06 05:40:12,936]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -11.69, 'wind_speed': 8.43, 'humidity': 35.23}, {'city': 'Vancouver', 'temperature': -6.17, 'wind_speed': 31.81, 'humidity': 75.39}]
[2024-02-06 05:48:48,604]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 17.85, 'wind_speed': 3.71, 'humidity': 22.46}, {'city': 'Vancouver', 'temperature': 8.65, 'wind_speed': 25.6, 'humidity': 35.29}]
[2024-02-06 05:48:53,608]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -26.11, 'wind_speed': 25.84, 'humidity': 70.24}, {'city': 'Vancouver', 'temperature': 15.99, 'wind_speed': 23.16, 'humidity': 37.54}]
[2024-02-06 05:48:58,612]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 2.81, 'wind_speed': 33.29, 'humidity': 38.25}, {'city': 'Vancouver', 'temperature': 0.23, 'wind_speed': 47.31, 'humidity': 37.25}]
[2024-02-06 05:49:03,616]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 29.82, 'wind_speed': 39.83, 'humidity': 35.23}, {'city': 'Vancouver', 'temperature': -3.06, 'wind_speed': 40.14, 'humidity': 42.54}]
[2024-02-06 05:49:08,620]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -16.26, 'wind_speed': 42.84, 'humidity': 41.29}, {'city': 'Vancouver', 'temperature': 4.76, 'wind_speed': 31.51, 'humidity': 35.76}]
[2024-02-06 05:49:13,624]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -7.22, 'wind_speed': 39.68, 'humidity': 45.2}, {'city': 'Vancouver', 'temperature': 11.72, 'wind_speed': 7.74, 'humidity': 45.09}]
[2024-02-06 05:49:18,632]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -27.75, 'wind_speed': 36.09, 'humidity': 63.16}, {'city': 'Vancouver', 'temperature': -6.9, 'wind_speed': 16.7, 'humidity': 42.92}]
[2024-02-06 05:49:23,636]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -16.01, 'wind_speed': 3.17, 'humidity': 69.66}, {'city': 'Vancouver', 'temperature': 24.01, 'wind_speed': 14.73, 'humidity': 98.2}]
[2024-02-06 05:49:28,640]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 1.72, 'wind_speed': 20.58, 'humidity': 79.48}, {'city': 'Vancouver', 'temperature': 19.97, 'wind_speed': 43.79, 'humidity': 33.3}]
[2024-02-06 05:49:33,644]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 1.2, 'wind_speed': 49.38, 'humidity': 52.75}, {'city': 'Vancouver', 'temperature': 1.49, 'wind_speed': 3.6, 'humidity': 37.94}]
[2024-02-06 05:49:38,648]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -25.62, 'wind_speed': 20.86, 'humidity': 72.52}, {'city': 'Vancouver', 'temperature': -1.14, 'wind_speed': 2.75, 'humidity': 64.55}]
[2024-02-06 05:49:43,652]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 24.42, 'wind_speed': 13.66, 'humidity': 76.95}, {'city': 'Vancouver', 'temperature': 12.9, 'wind_speed': 19.8, 'humidity': 89.56}]
[2024-02-06 05:49:48,660]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 17.42, 'wind_speed': 7.32, 'humidity': 31.93}, {'city': 'Vancouver', 'temperature': -1.4, 'wind_speed': 42.7, 'humidity': 59.91}]
[2024-02-06 05:49:53,664]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -17.68, 'wind_speed': 13.21, 'humidity': 51.73}, {'city': 'Vancouver', 'temperature': 3.21, 'wind_speed': 26.05, 'humidity': 76.09}]
[2024-02-06 05:49:58,668]-[INFO]-#[{'city': 'Winnipeg', 'temperature': 4.74, 'wind_speed': 18.08, 'humidity': 31.41}, {'city': 'Vancouver', 'temperature': 3.98, 'wind_speed': 31.99, 'humidity': 34.78}]
[2024-02-06 05:50:03,676]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -17.17, 'wind_speed': 24.07, 'humidity': 60.83}, {'city': 'Vancouver', 'temperature': 21.3, 'wind_speed': 0.86, 'humidity': 61.28}]
[2024-02-06 05:50:08,680]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -12.45, 'wind_speed': 23.06, 'humidity': 33.18}, {'city': 'Vancouver', 'temperature': 4.64, 'wind_speed': 37.28, 'humidity': 81.54}]
[2024-02-06 05:50:13,684]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -4.03, 'wind_speed': 27.94, 'humidity': 77.8}, {'city': 'Vancouver', 'temperature': -3.1, 'wind_speed': 42.39, 'humidity': 79.15}]
[2024-02-06 05:50:18,692]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -29.59, 'wind_speed': 41.17, 'humidity': 78.6}, {'city': 'Vancouver', 'temperature': 12.94, 'wind_speed': 17.27, 'humidity': 60.53}]
[2024-02-06 05:50:23,696]-[INFO]-#[{'city': 'Winnipeg', 'temperature': -18.68, 'wind_speed': 7.75, 'humidity': 30.01}, {'city': 'Vancouver', 'temperature': 23.34, 'wind_speed': 9.95, 'humidity': 64.57}]
[2024-02-06 05:50:27,141]-[INFO]-#Closing the Kafka producer with 0 secs timeout.
[2024-02-06 05:50:27,142]-[INFO]-#Proceeding to force close the producer since pending requests could not be completed within timeout 0.
[2024-02-06 05:50:27,142]-[INFO]-#<BrokerConnection node_id=0 host=ubuntu-server:9092 <connected> [IPv4 ('10.0.2.15', 9092)]>: Closing connection. 
